run_time,system,model,task_id,category,agent,success,score,escalated,local_score,latency_s,cloud_calls,cost_usd,data_kb,score_method
2026-07-26 15:57:23,edge-cloud-swarm,qwen2.5:0.5b,C1,C - Planning,planning_agent,True,0.756,True,0.474,1.5,1,0.000227,0.088,DeepEval GEval (0.756)
2026-07-26 15:57:23,edge-cloud-swarm,qwen2.5:0.5b,D1,D - Document Processing,document_agent,True,0.838,False,,0.66,0,0.0,0.0,DeepEval GEval (0.838)
2026-07-26 15:57:23,edge-cloud-swarm,qwen2.5:0.5b,E1,E - Multimodal,multimodal_agent,True,0.814,False,,1.34,1,0.004857,0.025,DeepEval GEval (0.814)
2026-07-26 15:57:23,edge-cloud-swarm,qwen2.5:0.5b,F1,F - Ambiguous,file_agent,True,0.769,False,,1.05,0,0.0,0.0,DeepEval GEval (0.769)
2026-07-26 15:57:23,edge-cloud-swarm,qwen2.5:0.5b,G1,G - Complex Multi-Step,file_agent,True,0.737,True,0.196,0.73,1,0.000668,3.872,DeepEval GEval (0.737)
2026-07-27 13:26:12,edge-cloud-swarm,qwen2.5:0.5b,A1,A - File/Log Analysis,file_agent,True,0.793,True,0.294,3.08,1,0.000228,1.212,DeepEval GEval (0.793)
2026-07-27 13:26:12,edge-cloud-swarm,qwen2.5:0.5b,B1,B - Code Generation,code_agent,True,,False,,0.51,0,0.0,0.0,automated (exec + function check)
2026-07-27 13:26:12,edge-cloud-swarm,qwen2.5:0.5b,C1,C - Planning,planning_agent,True,0.621,False,,0.93,0,0.0,0.0,DeepEval GEval (0.621)
2026-07-27 13:26:12,edge-cloud-swarm,qwen2.5:0.5b,D1,D - Document Processing,document_agent,True,0.739,False,,0.43,0,0.0,0.0,DeepEval GEval (0.739)
2026-07-27 13:26:12,edge-cloud-swarm,qwen2.5:0.5b,E1,E - Multimodal,multimodal_agent,True,0.892,False,,1.89,1,0.004922,0.025,DeepEval GEval (0.892)
2026-07-27 13:26:12,edge-cloud-swarm,qwen2.5:0.5b,F1,F - Ambiguous,file_agent,True,0.816,False,,0.54,0,0.0,0.0,DeepEval GEval (0.816)
2026-07-27 13:26:12,edge-cloud-swarm,qwen2.5:0.5b,G1,G - Complex Multi-Step,file_agent,True,0.742,True,0.386,0.6,1,0.000668,3.872,DeepEval GEval (0.742)
2026-07-27 13:34:29,edge-cloud-swarm,qwen2.5:0.5b,A1,A - File/Log Analysis,file_agent,True,0.76,True,0.43,3.63,1,0.000228,1.212,DeepEval GEval (0.76)
2026-07-27 13:34:29,edge-cloud-swarm,qwen2.5:0.5b,B1,B - Code Generation,code_agent,True,,False,,0.57,0,0.0,0.0,automated (exec + function check)
2026-07-27 13:34:29,edge-cloud-swarm,qwen2.5:0.5b,C1,C - Planning,planning_agent,True,0.765,False,,1.17,0,0.0,0.0,DeepEval GEval (0.765)
2026-07-27 13:34:29,edge-cloud-swarm,qwen2.5:0.5b,D1,D - Document Processing,document_agent,True,0.85,True,0.396,0.24,1,0.00011,1.084,DeepEval GEval (0.85)
2026-07-27 13:34:29,edge-cloud-swarm,qwen2.5:0.5b,E1,E - Multimodal,multimodal_agent,True,0.864,False,,1.15,1,0.004812,0.025,DeepEval GEval (0.864)
2026-07-27 13:34:29,edge-cloud-swarm,qwen2.5:0.5b,F1,F - Ambiguous,file_agent,True,0.637,False,,0.41,0,0.0,0.0,DeepEval GEval (0.637)
2026-07-27 13:34:29,edge-cloud-swarm,qwen2.5:0.5b,G1,G - Complex Multi-Step,file_agent,True,0.775,True,0.342,0.83,1,0.000668,3.872,DeepEval GEval (0.775)
2026-07-27 13:36:51,edge-cloud-swarm,qwen2.5:3b,A1,A - File/Log Analysis,file_agent,True,0.673,True,0.409,3.36,1,0.000228,1.212,DeepEval GEval (0.673)
2026-07-27 13:36:51,edge-cloud-swarm,qwen2.5:3b,B1,B - Code Generation,code_agent,True,,False,,1.27,0,0.0,0.0,automated (exec + function check)
2026-07-27 13:36:51,edge-cloud-swarm,qwen2.5:3b,C1,C - Planning,planning_agent,True,0.586,False,,3.14,0,0.0,0.0,DeepEval GEval (0.586)
2026-07-27 13:36:51,edge-cloud-swarm,qwen2.5:3b,D1,D - Document Processing,document_agent,True,0.825,False,,0.89,0,0.0,0.0,DeepEval GEval (0.825)
2026-07-27 13:36:51,edge-cloud-swarm,qwen2.5:3b,E1,E - Multimodal,multimodal_agent,True,0.904,False,,2.13,1,0.004851,0.025,DeepEval GEval (0.904)
2026-07-27 13:36:51,edge-cloud-swarm,qwen2.5:3b,F1,F - Ambiguous,file_agent,True,0.88,False,,1.47,0,0.0,0.0,DeepEval GEval (0.88)
2026-07-27 13:36:51,edge-cloud-swarm,qwen2.5:3b,G1,G - Complex Multi-Step,file_agent,True,0.714,True,0.353,2.55,1,0.000668,3.872,DeepEval GEval (0.714)
2026-07-29 13:26:19,edge-cloud-swarm,qwen2.5:3b,A1,A - File/Log Analysis,file_agent,True,0.784,True,0.463,12.68,1,0.000228,1.212,DeepEval GEval (0.784)
2026-07-29 13:26:19,edge-cloud-swarm,qwen2.5:3b,B1,B - Code Generation,code_agent,True,,False,,4.13,0,0.0,0.0,automated (exec + function check)
2026-07-29 13:26:19,edge-cloud-swarm,qwen2.5:3b,C1,C - Planning,planning_agent,True,0.708,True,0.452,9.98,1,0.000227,0.088,DeepEval GEval (0.708)
2026-07-29 13:26:19,edge-cloud-swarm,qwen2.5:3b,D1,D - Document Processing,document_agent,True,0.868,False,,3.17,0,0.0,0.0,DeepEval GEval (0.868)
2026-07-29 13:26:19,edge-cloud-swarm,qwen2.5:3b,E1,E - Multimodal,multimodal_agent,True,0.866,False,,2.2,1,0.004857,0.025,DeepEval GEval (0.866)
2026-07-29 13:26:19,edge-cloud-swarm,qwen2.5:3b,F1,F - Ambiguous,file_agent,True,0.825,False,,4.48,0,0.0,0.0,DeepEval GEval (0.825)
2026-07-29 13:26:19,edge-cloud-swarm,qwen2.5:3b,G1,G - Complex Multi-Step,file_agent,True,0.86,True,0.366,8.39,1,0.000668,3.872,DeepEval GEval (0.86)
2026-07-29 14:54:27,edge-cloud-swarm,qwen2.5:3b,A1,A - File/Log Analysis,file_agent,True,0.504,False,,10.05,0,0.0,0.0,DeepEval GEval (0.504)
2026-07-29 14:54:27,edge-cloud-swarm,qwen2.5:3b,B1,B - Code Generation,code_agent,True,,False,,4.4,0,0.0,0.0,automated (exec + function check)
2026-07-29 14:54:27,edge-cloud-swarm,qwen2.5:3b,C1,C - Planning,planning_agent,True,0.804,False,,9.95,0,0.0,0.0,DeepEval GEval (0.804)
2026-07-29 14:54:27,edge-cloud-swarm,qwen2.5:3b,D1,D - Document Processing,document_agent,True,0.821,False,,3.48,0,0.0,0.0,DeepEval GEval (0.821)
2026-07-29 14:54:27,edge-cloud-swarm,qwen2.5:3b,E1,E - Multimodal,multimodal_agent,True,0.867,False,,1.73,1,0.004906,0.025,DeepEval GEval (0.867)
2026-07-29 14:54:27,edge-cloud-swarm,qwen2.5:3b,F1,F - Ambiguous,file_agent,True,0.859,False,,4.06,0,0.0,0.0,DeepEval GEval (0.859)
2026-07-29 14:54:27,edge-cloud-swarm,qwen2.5:3b,G1,G - Complex Multi-Step,file_agent,True,0.778,True,0.415,8.51,1,0.000668,3.872,DeepEval GEval (0.778)
2026-07-30 23:04:48,edge-cloud-swarm,qwen2.5:3b,A1,A - File/Log Analysis,file_agent,True,0.545,False,,5.08,0,0.0,0.0,DeepEval GEval (0.545)
2026-07-30 23:04:48,edge-cloud-swarm,qwen2.5:3b,A2,A - File/Log Analysis,file_agent,True,0.509,False,,1.15,0,0.0,0.0,DeepEval GEval (0.509)
2026-07-30 23:04:48,edge-cloud-swarm,qwen2.5:3b,A3,A - File/Log Analysis,file_agent,True,0.709,True,0.177,3.48,1,0.000235,0.196,DeepEval GEval (0.709)
2026-07-30 23:04:48,edge-cloud-swarm,qwen2.5:3b,A4,A - File/Log Analysis,file_agent,False,0.498,True,0.483,2.15,1,0.000204,1.212,DeepEval GEval (0.498)
2026-07-30 23:04:48,edge-cloud-swarm,qwen2.5:3b,A5,A - File/Log Analysis,file_agent,True,0.567,True,0.415,2.05,1,0.000236,1.212,DeepEval GEval (0.567)
2026-07-30 23:04:48,edge-cloud-swarm,qwen2.5:3b,B1,B - Code Generation,code_agent,True,,False,,1.12,0,0.0,0.0,automated (exec + function check)
2026-07-30 23:04:48,edge-cloud-swarm,qwen2.5:3b,B2,B - Code Generation,code_agent,True,,False,,0.63,0,0.0,0.0,automated (exec + function check)
2026-07-30 23:04:48,edge-cloud-swarm,qwen2.5:3b,B3,B - Code Generation,code_agent,True,,False,,1.84,0,0.0,0.0,automated (exec + function check)
2026-07-30 23:04:48,edge-cloud-swarm,qwen2.5:3b,B4,B - Code Generation,code_agent,True,,False,,0.66,0,0.0,0.0,automated (exec + function check)
2026-07-30 23:04:48,edge-cloud-swarm,qwen2.5:3b,B5,B - Code Generation,code_agent,True,0.794,False,,0.99,0,0.0,0.0,DeepEval GEval (0.794)
2026-07-30 23:04:48,edge-cloud-swarm,qwen2.5:3b,C1,C - Planning,planning_agent,True,0.672,False,,7.65,0,0.0,0.0,DeepEval GEval (0.672)
2026-07-30 23:04:48,edge-cloud-swarm,qwen2.5:3b,D1,D - Document Processing,document_agent,True,0.836,False,,1.09,0,0.0,0.0,DeepEval GEval (0.836)
2026-07-30 23:04:48,edge-cloud-swarm,qwen2.5:3b,E1,E - Multimodal,multimodal_agent,True,0.823,False,,2.87,1,0.004961,0.025,DeepEval GEval (0.823)
2026-07-30 23:04:48,edge-cloud-swarm,qwen2.5:3b,F1,F - Ambiguous,file_agent,True,0.885,False,,9.42,0,0.0,0.0,DeepEval GEval (0.885)
2026-07-30 23:04:48,edge-cloud-swarm,qwen2.5:3b,G1,G - Complex Multi-Step,file_agent,True,0.704,False,,6.1,0,0.0,0.0,DeepEval GEval (0.704)
